trackName,artistName,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
Twice My Age,Shabba Ranks & Krystal,Reggae,0.828,0.419,0,-18.303,1,0.139,0.00771,2.17e-06,0.0894,0.929,92.322,7x52Twhyn6H57qFmyGY2us,347160,4
Action,Nadine Sutherland & Terror Fabulous,Reggae,0.62,0.477,6,-12.277,0,0.169,0.187,0.0,0.0522,0.757,123.876,42F0eI7tFI8Xez4iqXObBt,201747,5
Ting-A-Ling,Shabba Ranks,Reggae,0.724,0.706,7,-10.359,1,0.458,0.0286,0.0,0.333,0.795,126.423,6ZK6pIo3CE0n2iGJq5nT1p,231867,5
Wicked Dickie,Buju Banton Feat. Nadine Sutherland,Reggae,0.772,0.918,1,-5.186,1,0.082,0.174,0.0,0.314,0.789,91.622,1bYynmgkifuEq9VgpAZt4y,237200,4
Romie,Beenie Man,Reggae,0.822,0.592,4,-8.206,0,0.258,0.000225,0.0,0.0464,0.749,91.052,795XFBL3Wv35IzVVyIcxkC,227227,4
Girls Dem Sugar,Beenie Man,Reggae,0.814,0.681,2,-5.181,1,0.211,0.0685,0.0,0.183,0.562,91.125,5LToG7DzmhDPnr60ZEzFUH,229973,4
Bookshelf,Beenie Man,Reggae,0.549,0.619,1,-8.742,1,0.343,0.0335,0.0,0.401,0.778,94.221,4nCIJJ0ITdV81DxatWRj70,187507,4
Foundation,Beenie Man,Reggae,0.788,0.885,10,-4.927,1,0.184,0.123,0.0,0.0458,0.783,92.924,1xw5voSj3tebNwdn6eQSya,232427,4
Dancehall Queen,Beenie Man Feat. Chevelle Franklyn,Reggae,0.837,0.859,10,-6.027,0,0.0786,0.00288,0.0,0.112,0.632,102.788,3TcyqAY0Fs7Z4A2Lhmpgfp,204413,4
Tell Me,Beenie Man,Reggae,0.586,0.724,7,-5.009,1,0.176,0.213,0.0,0.355,0.729,94.897,6QmllU73GNt3P8XjJlTKym,216000,4
Bum Flick,Little Lenny,Reggae,0.936,0.865,11,-5.401,1,0.269,0.258,0.0,0.0874,0.849,105.077,36bHUecQKRSonfq1bzy4ab,210467,4
Flex,Mad Cobra,Reggae,0.725,0.664,1,-5.596,1,0.107,0.617,0.0,0.347,0.738,154.16,7jZxdPNauJAoe5X0N8O7Ka,230693,3
Murder She Wrote,"Chaka Demus, Pliers",Reggae,0.887,0.829,11,-6.883,0,0.135,0.0948,0.000624,0.258,0.961,95.11,44hZpPormQNt2LHem6lgAf,218067,4
Batty Rider,Buju Banton,Reggae,0.661,0.682,11,-5.546,1,0.423,0.447,0.0,0.0943,0.912,194.949,75esc2eH3IMBoMdPVayjq5,228467,4
Coca Cola Shape,Papa San,Reggae,0.944,0.754,8,-6.73,0,0.451,0.0256,0.0,0.139,0.934,122.433,645BiKNZwM7euufkeUHRwp,216507,5
Good Hole College,Red Dragon,Reggae,0.85,0.715,9,-3.928,1,0.331,0.024,0.0,0.0406,0.742,85.712,44UFxmlaqtKTcdutBoIigd,226293,4
Bam Bam,Pliers,Reggae,0.766,0.56,11,-4.908,0,0.0735,0.0695,0.691,0.046,0.957,95.078,0QBtPn6vcyvmasMcB8qEUU,230547,4
Dwayne,Red Rat,Reggae,0.725,0.785,1,-5.453,1,0.223,0.0727,0.0,0.129,0.501,95.914,2RcjzhW80mFOohSG3BMp38,223547,4
Donna,Singing Sweet,Reggae,0.752,0.598,0,-5.261,1,0.0461,0.0226,0.0,0.373,0.883,98.01,19YdnfSzRNdfQgNphpfEBw,205813,4
Saddest Day,Wayne Wonder,Reggae,0.77,0.622,10,-3.682,0,0.0599,0.0163,0.0,0.296,0.61,84.538,6DxAfHxRe2GkzG9lL17TSN,220187,4
Loneliness,Sanchez,Reggae,0.723,0.712,0,-3.96,1,0.0884,0.0786,4.34e-06,0.0491,0.737,162.479,1penWriT6I2x2JArYK746X,225067,4
Sorry,Foxy Brown,Reggae,0.793,0.578,4,-10.226,0,0.0496,0.0263,0.000606,0.0621,0.728,83.073,3m0ItWusfCmBQoKZ84eerA,209027,4
Love Mi Haffi Get,Cutty Ranks,Reggae,0.824,0.871,0,-2.74,1,0.086,0.438,0.0,0.0798,0.825,82.176,5qQqkXvqNuRXNuwHyHGPMy,223320,4
Fresh Vegetable,Tony Rebel,Reggae,0.789,0.879,0,-0.556,1,0.21,0.456,0.0,0.056,0.943,82.247,12hRK8MjARM9B6ewtEeYHw,222827,4
No Ice Cream Sound,Johnny Osbourne,Reggae,0.742,0.32,2,-13.658,1,0.371,0.00555,0.0,0.219,0.663,172.737,4eUrsv8lrRKxlaEpBto89t,211267,4
Dust Out A Sound Bwoy,Super Beagle,Reggae,0.786,0.656,0,-3.98,1,0.335,0.209,0.0,0.0853,0.719,166.462,2XtJzMHiJctKYqrk2ifpzJ,216213,4
Bam Bam,Sister Nancy,Reggae,0.697,0.561,5,-7.491,1,0.173,0.702,0.0675,0.115,0.694,165.7,3246Hs6yCbwUvJrb2V0Mlz,189907,4
Boops,Super Cat,Reggae,0.855,0.572,7,-9.682,1,0.227,0.0438,0.0,0.307,0.878,80.016,7GR6Y3McPO8OmbnKqH48aS,201707,4
Bandelero,Pinchers,Reggae,0.687,0.67,3,-3.253,0,0.0462,0.234,0.0,0.0915,0.776,163.687,7qtLCVGVj7g4KC2taSlcZc,218093,4
Kuff,Shelly Thunder,Reggae,0.841,0.654,6,-2.975,1,0.156,0.109,0.0,0.231,0.522,81.9,1nGTJz2HXpEYgahK5P86O7,219720,4
Modern Girl,Courtney Melody,Reggae,0.752,0.528,0,-4.216,1,0.0451,0.00117,0.000899,0.0784,0.754,160.48,7kKoTrcJcSDWtnD82gz9L9,213800,4
Love Punnany Bad,Shabba Ranks,Reggae,0.876,0.797,11,-3.643,1,0.0754,0.0778,0.0,0.0758,0.816,143.445,4wToM6ISqqteulQwm06lVc,193827,4
A Gal Just A Watch You,"Alton Black, Blacka Ranks",Reggae,0.794,0.747,5,-2.759,0,0.127,0.342,0.0,0.208,0.791,168.61,3lAqSG8IyuV7naJFrd3hks,211333,4
Wicked Inna Bed,Shabba Ranks,Reggae,0.764,0.513,0,-14.301,1,0.263,0.171,0.0,0.0469,0.909,84.161,6i0dBJ7mjvJjygsb357KWc,202267,4
Murder Dem,Ninjaman,Reggae,0.877,0.913,2,-4.292,1,0.0596,0.00346,0.0,0.294,0.741,84.947,07Q2A9aCDiWjxcleaJXTvY,211040,4
Pun Tun Tun,El General,Reggae,0.811,0.612,6,-5.9,1,0.186,0.497,0.0,0.184,0.822,178.785,0Vn58UAHNOpjTH3oMbEKmn,211973,4
When I See U Smile,Singing Sweet,Reggae,0.563,0.488,6,-6.993,1,0.339,0.513,0.0,0.118,0.739,187.476,1rYoPkLod0GZw6eqL99Cyx,226040,4
One Dance,Beres Hammond,Reggae,0.808,0.506,0,-12.544,1,0.063,0.0421,0.0,0.0703,0.574,89.95,7JcODDvszVQeo9cHdUY20w,228640,4
Matey,Penny Irie,Reggae,0.918,0.865,3,-6.142,1,0.36,0.202,0.0,0.1,0.945,91.942,5iaW4G4aWj8ABvaGK3xtaQ,222387,4
Bonafide Love,Wayne Wonder & Buju Banton,Reggae,0.651,0.76,0,-5.208,0,0.113,0.111,0.0,0.291,0.649,84.534,1ZiO0HH9Ygj75vGZ61U2fL,234773,4
Goggle,Tanya Stephens,Reggae,0.754,0.528,5,-7.75,0,0.275,0.0686,0.0,0.075,0.624,93.993,6Z1QOptqnJWG6RAEMIcSVc,174973,4
Girl I've Got To Get You,Tony Tuff,Reggae,0.855,0.817,0,-6.205,1,0.0747,0.00561,0.000244,0.0539,0.791,82.19,5U4nFmBED4GRnDeOemZ1jS,236067,4
Love Me Brownin',Buju Banton,Reggae,0.743,0.56,0,-5.216,1,0.0868,0.123,0.0,0.0863,0.797,81.922,1n7NYFEoQtbkNvZjMiIpzL,225413,4
Bogle,Buju Banton,Reggae,0.664,0.579,1,-9.732,0,0.348,0.109,0.0,0.0802,0.898,135.936,7xs4fKAsL2Ll4W5oqQ3dXK,219933,5
World Dance,Beenie Man,Reggae,0.697,0.754,3,-4.511,0,0.331,0.204,0.0,0.0767,0.792,121.087,541exrUf16DHT3s0Z5rzlw,227373,5
Big Up and Trust,Beenie Man,Reggae,0.818,0.874,1,-5.87,1,0.242,0.155,0.0,0.0999,0.824,94.89,1f6yOaB0Xu4PzsQGVzdbue,208013,4
Hardcore (It's Raining),Lady Saw,Reggae,0.659,0.859,1,-5.969,0,0.262,0.00837,0.0,0.272,0.833,127.187,7kgUaZywVRFPMc3vVQlugn,215360,5
Dun Wife,Mad Cobra,Reggae,0.715,0.731,2,-3.72,1,0.45,0.05,0.0,0.0601,0.822,82.763,0qrPM6E9rFGZhIejItAS9H,219533,4
Trailor Load a Girls,Shabba Ranks,Reggae,0.909,0.697,6,-6.715,1,0.0702,0.232,0.0,0.308,0.886,96.248,4JdRb2qBELnZIB6iJtRmgy,235320,4
Have Fi Get Yu Tonight,Buju Banton,Reggae,0.858,0.802,6,-5.324,1,0.154,0.0831,0.0,0.0952,0.808,91.605,5iFCoTYwzRCME1eSd46Lqw,225933,4
If Jah,Tony Rebel,Reggae,0.644,0.678,10,-8.866,0,0.223,0.0892,0.0,0.0558,0.924,78.99,2f9ZWYS66BynDJOA6BzMGK,227960,4
Healing,Beenie Man Feat. Lady Saw,Reggae,0.773,0.629,0,-7.989,1,0.0513,0.0642,0.0,0.322,0.76,146.175,1xD56TqaguxGX6xdkrhdLz,213693,4
Yuh Nuh Ready Fi Dis Yet,Tanya Stephens,Reggae,0.634,0.556,0,-6.907,1,0.342,0.0268,0.0,0.427,0.411,173.988,2LWoFK8bGzNrNRSWB7Yqk1,210413,4
Worthless Bwoy,Bounty Killer,Reggae,0.688,0.712,0,-5.082,1,0.337,0.213,0.0,0.17,0.803,90.836,79X0NufHRKHsN9wMZkhHCJ,162373,4
Rubbers,Frisco Kid,Reggae,0.741,0.514,7,-8.6,1,0.316,0.0038,0.0,0.144,0.505,86.835,0qApI92ZCnfgKPFCmL8Ukz,213267,4
Gal Pon De Side,Frisco Kid,Reggae,0.654,0.598,2,-9.368,1,0.423,0.0346,0.0,0.185,0.684,88.58,1bjN2BJv0wN2zGL9xUrFXK,155840,4
Tight Up Skirt,Red Rat,Reggae,0.909,0.632,4,-6.146,0,0.328,0.0115,0.0,0.159,0.76,95.002,7eaHmV2Pox5clONOuCzSlm,211933,4
Going Away,"Beenie Man, Sanchez",Reggae,0.575,0.577,4,-7.701,1,0.213,0.189,0.0,0.256,0.583,80.542,3AvzOD8z1q2ORZIod8FD0O,217133,4
Cook,Lexxus,Reggae,0.797,0.644,11,-8.056,0,0.162,0.021,0.0,0.0996,0.684,95.712,3tVdiuHOUB0K8njGZYe350,199160,4
They Gonna Talk,Beres Hammond,Reggae,0.742,0.641,9,-6.601,1,0.0797,0.155,0.0,0.0448,0.906,153.984,0WDR9hwYvJqTGoC8iJyuNS,236173,4
Kerry,Daddy Screw & Donovan Steele,Reggae,0.844,0.569,5,-9.852,0,0.193,0.056,0.000121,0.51,0.741,96.278,4UZl4o955msP9E6HNcIkLJ,177453,4
Wicked Slam,Beenie Man,Reggae,0.556,0.622,10,-8.317,0,0.341,0.0322,0.0,0.168,0.748,81.387,6J6yIaqjPs3INGJRP2kiSJ,165280,4
Memories,Beenie Man,Reggae,0.669,0.676,8,-5.735,1,0.482,0.0886,0.0,0.353,0.553,113.887,6uZEMP4JztthBXZC1yzU8o,226427,5
Full Hundred,Lexxus,Reggae,0.849,0.637,11,-5.745,0,0.322,0.212,0.00188,0.0842,0.645,90.948,72jiFninRwj85uweADvrL6,177227,4
Never Dis The Man,Sanchez,Reggae,0.712,0.122,6,-27.689,0,0.169,0.0618,0.0,0.0923,0.844,159.929,3TXw5CexdsSk0BW1nCMCfp,244181,4
I'm Still In Love With You,"Sean Paul, Sasha",Reggae,0.762,0.663,7,-5.596,1,0.174,0.11,0.0,0.098,0.766,87.017,6JZzDpa2TdBkB5yVG7amjQ,267973,4
Hardcore Lover,Lady Saw & T.o.k.,Reggae,0.604,0.53,8,-10.063,1,0.455,0.311,0.0,0.292,0.777,88.865,3Avdd6M8b3RrJfojVJ4cMG,185067,4
Sucky Ducky,Mr. Vegas,Reggae,0.614,0.545,1,-10.373,0,0.32,0.037,0.0,0.143,0.168,105.848,2h44QUzS5IscTJX4Rndrmg,179627,4
Keep It Blazin',T.O.K,Reggae,0.661,0.791,7,-5.688,1,0.395,0.157,0.0,0.205,0.663,126.258,2HYJjxXrvPX4KFcZPzPRQl,206693,5
Bonafide Love,Wayne Wonder & Buju Banton,Reggae,0.651,0.76,0,-5.208,0,0.113,0.111,0.0,0.291,0.649,84.534,4j2dmzzdsT91zSwq6V0M0M,234773,4
Good Hole,Lexxus,Reggae,0.648,0.837,11,-4.502,1,0.387,0.0218,0.0,0.214,0.899,189.866,0pNSpx2g2ZkCqTNi6wiSHr,199800,4
Girl I've Got To Get You,Tony Tuff,Reggae,0.855,0.817,0,-6.205,1,0.0747,0.00561,0.000244,0.0539,0.791,82.19,3FhJNOmkEIgRKdT7aHyTId,236067,4
Loving Pauper,Freddie McGregor,Reggae,0.773,0.568,7,-7.22,1,0.272,0.0114,1.82e-06,0.0589,0.77,85.183,2MPGotm1zpNLUMrwCb3XKo,195293,4
Love And Affection,Wayne Wonder,Reggae,0.652,0.413,9,-6.173,0,0.0571,0.0701,0.0,0.0777,0.547,86.904,6RZYaKIIOCAbj53BUA3h4B,221693,4
Wining Queen,Elephant Man,Reggae,0.784,0.707,7,-5.625,1,0.202,0.0718,0.0,0.099,0.869,96.021,4WcisEaQye1qMnDIkRalks,214227,4
True Experience,Barrington Levy,Reggae,0.718,0.63,9,-5.911,1,0.156,0.112,0.0,0.101,0.854,178.362,5nOTr7qcGbFXzk32IvMpZV,192853,4
Love So Nice,Jr. Kelly,Reggae,0.713,0.608,9,-6.339,1,0.175,0.264,0.0,0.0731,0.787,80.505,1nP6hZwc5nClfk4ZBX3pRo,240053,4
Nothing At All,Ghost,Reggae,0.632,0.552,8,-8.854,1,0.0349,0.574,0.000119,0.201,0.813,156.065,2dE06yQwhFdb7DshSVVv5N,242507,4
Hello Africa,Garnett Silk,Reggae,0.709,0.722,5,-5.185,0,0.0357,0.0176,0.0,0.0442,0.947,166.71,5EGuK6jWpU8l8bbE6FHSAA,210960,4
Murderer,Beenie Man Feat. Barrington Levy,Reggae,0.522,0.717,0,-7.464,1,0.0842,0.343,0.00559,0.6,0.643,140.078,3WjXhuB3sM0uuWbEae1qpo,258813,4
Who Say,"Buju Banton, Beres Hammond",Reggae,0.511,0.623,1,-4.145,1,0.195,0.305,0.0,0.32,0.798,170.037,6HOESAffBm4n6rv8iT22Zu,231840,4
A Little More Time,"Beres Hammond, Buju Banton",Reggae,0.741,0.414,1,-11.722,1,0.422,0.0984,1.86e-06,0.114,0.587,172.547,3k7hBXPO3Y9Hho1mMB02FQ,249678,4
Gave You Everything,Garnett Silk,Reggae,0.708,0.656,7,-5.781,1,0.044,0.201,0.0,0.0604,0.667,84.54,2Wd2J13beRHgjMQ8JaCpT7,217493,4
Love How The Gal Flex,Buju Banton,Reggae,0.631,0.405,7,-13.744,1,0.529,0.013,0.0,0.0587,0.734,119.682,3LPhvfABxv4fDnVITtFdHi,218160,5
Can You Play Some More,Beres Hammond,Reggae,0.719,0.888,1,-3.783,1,0.308,0.237,0.0,0.0683,0.911,93.064,1vlzMAKhDOmbaw2bGpBXdx,242253,4
Putting Up Resistance W\ U-roy,Beres Hammond,Reggae,0.805,0.632,10,-10.956,0,0.295,0.0997,1.26e-06,0.0961,0.761,164.045,1pGOqyxwO9tRyf3lpQA5xB,228573,4
It's Growing,Garnett Silk,Reggae,0.824,0.494,7,-5.713,1,0.197,0.133,0.0,0.0615,0.843,83.379,79RKgYdEM2vQUuCHFTNlAo,216413,4
Oh Me Oh My,Garnett Silk,Reggae,0.786,0.673,2,-5.296,1,0.206,0.169,0.0,0.0858,0.585,84.31,6570yh4HFRuCkq9lHPPZkc,208587,4
Wanna Be Loved,Buju Banton,Reggae,0.828,0.571,5,-8.799,1,0.146,0.0202,0.0,0.117,0.631,145.905,6SZX0yPduHGIyvLZY5p23C,243867,4
Love Sponge,Buju Banton,Reggae,0.685,0.601,1,-7.016,1,0.359,0.105,0.0,0.275,0.85,76.627,1Wsfkgrp41NtapKEAsEnza,215533,4
Hills And Valleys,Buju Banton,Reggae,0.699,0.55,7,-8.559,0,0.201,0.475,0.0,0.108,0.773,144.198,2cAB0B6k8kmUqcBYxleuXb,271640,4
Boom Bye Bye,Buju Banton,Reggae,0.851,0.365,8,-12.586,0,0.483,0.157,0.0,0.126,0.847,153.884,2hQZSI3GXFcwt2xPY20fxo,228000,4
My Woman Now,Buju Banton Feat. Beres Hammond,Reggae,0.634,0.459,1,-9.777,1,0.0857,0.287,0.0,0.0861,0.542,80.991,7zK5v4RnBdAq3d7CxNEOVg,246733,4
Position,Terror Fabulous,Reggae,0.915,0.411,8,-11.604,0,0.638,0.0481,0.0,0.289,0.643,126.501,4hZgpKhE7POQLfEbA2sAqx,191733,5
Missing You,Sanchez,Reggae,0.786,0.223,0,-12.844,1,0.266,0.00281,6.03e-06,0.0816,0.84,166.819,5BkEtAa7LHwm5qs2vLegX3,202600,4
Chi-chi Man,T.O.K,Reggae,0.753,0.828,7,-7.615,1,0.189,0.535,0.0,0.289,0.902,99.935,4WXKCQPmn9u4WlWqApowLw,208507,4
Can't Satisfy Her,I Wayne,Reggae,0.663,0.708,11,-4.704,0,0.315,0.142,0.0,0.171,0.74,86.724,6WoC463517Qy5g5heKgiQw,221867,4
Love And Affection,Pressure,Reggae,0.666,0.694,5,-6.326,0,0.136,0.0159,0.0,0.333,0.601,86.427,6BitBbLNqGbjyp9yxEAXky,236800,4
Pretty Girl,Sanchez,Reggae,0.657,0.671,1,-3.466,1,0.083,0.312,0.0,0.172,0.798,80.96,5zgWY6C3AQlOdaBqOCpXX6,226480,4
She's Royal,Tarrus Riley,Reggae,0.711,0.48,8,-6.226,1,0.216,0.0103,0.0,0.0777,0.797,78.229,6wDRGhiitOIwUolV6JnF59,251027,4
Rockaway,Beres Hammond,Reggae,0.72,0.519,8,-7.079,1,0.0959,0.139,0.0,0.1,0.795,83.765,6swPJmCgJxHBfXT3YrzEqP,231400,4
Champion,Buju Banton,Reggae,0.774,0.614,4,-9.853,0,0.32,0.0752,0.0,0.0989,0.53,179.874,3ve4SE07EHa7myUxF1ejsP,237533,4
You Don't Love Me - No No No,Dawn Penn,Reggae,0.788,0.695,7,-4.669,1,0.105,0.00127,0.00867,0.357,0.78,80.971,5ehNCQnmOSLeMcX6zMOlUS,208453,4
Destiny,Buju Banton,Reggae,0.824,0.675,4,-7.819,1,0.0618,0.0258,0.0,0.165,0.81,134.91,3YFz16fRYOWd0Xsu7Im0cS,237933,4
Night Nurse,Gregory Isaacs,Reggae,0.822,0.298,7,-14.86,1,0.162,0.0318,0.0299,0.0316,0.931,74.679,2lPfcRMRLffiBTwLA9S8Vc,245667,4
Untold Stories,Buju Banton,Reggae,0.839,0.465,8,-11.41,1,0.118,0.594,0.0,0.0975,0.909,130.165,6Z0YMxE0W5mujDxXBNlGUN,273427,4
Pon De River Pon De Bank,Elephant Man,Reggae,0.684,0.777,1,-4.86,1,0.392,0.271,4.18e-05,0.0846,0.89,130.976,094C0G2IJy5Vl7zls79gr5,243387,5
Boosie Bounce,Elephant Man,Reggae,0.647,0.823,8,-3.46,0,0.446,0.103,0.0,0.39,0.832,101.667,1aEIZ0TUXZKTTldJgs3i2p,249240,4
On Line,Elephant Man,Reggae,0.734,0.807,3,-6.156,1,0.38,0.27,0.0,0.178,0.892,124.314,7ITKpcRqrBWs26AVgyA0K6,174440,5
Gully Creppa - Hidden Track,Elephant Man,Reggae,0.674,0.582,7,-9.073,1,0.393,0.0527,0.0,0.202,0.479,165.112,0L5mIwiPN8FC0Na19SbOvR,205640,4
Signal Di Plane,Elephant Man,Reggae,0.597,0.799,10,-6.453,0,0.392,0.837,0.000321,0.264,0.665,136.968,7Ac73qwKkkMX60y14WZZkN,209453,5
Nuh Linga,Elephant Man,Reggae,0.666,0.753,10,-5.043,0,0.241,0.459,0.0,0.081,0.758,119.693,4ydBPKgUSEyKZ3uMnCFwvj,130333,5
Genie Dance,Elephant Man,Reggae,0.829,0.707,11,-5.265,1,0.215,0.433,0.0,0.372,0.973,119.879,7wB8q05CNoay5gdwcZfujU,161333,4
Jook Gal (Wine Wine) - Head Gawn Version,"Elephant Man, Twista, Kiprich, Youngbloodz",Reggae,0.938,0.537,1,-14.272,1,0.269,0.201,0.0,0.0449,0.961,119.872,4jbRLkHB9PnhqXsH5Jutae,237960,4
Egyptian Dance,Elephant Man,Reggae,0.769,0.875,9,-5.228,0,0.34,0.28,0.0,0.423,0.716,110.118,0V0gvWgFtsHw9pcPZLqFDX,203307,4
Sweep,Elephant Man,Reggae,0.613,0.812,1,-3.805,1,0.338,0.284,0.0,0.692,0.852,95.524,2kveGuQsjx0BkTOX6xbiSC,225200,4
Wacky Dip,"Voicemail, DING DONG",Reggae,0.903,0.729,1,-6.953,1,0.144,0.145,0.0,0.334,0.672,125.016,5CBTx3vTTeV6GdrcTpDPLd,209760,4
Cock Up & Ride,Jigsy King & Tony Curtis,Reggae,0.669,0.388,8,-12.957,0,0.465,0.0654,0.0,0.324,0.79,126.48,7sozK9T2gbfmFyDHm1JXPS,219427,5
Fall In Love,Sanchez,Reggae,0.707,0.378,1,-13.623,1,0.131,0.0223,0.0,0.51,0.672,82.225,3OSIs4fyxAtwdMyE8r4KiN,227613,4
Dreaming,Maxi Priest & Terror Fabulous,Reggae,0.821,0.497,7,-15.205,1,0.115,0.43,3.68e-06,0.151,0.915,102.078,5w7NFwsXcJ4WBMf2xsusOa,202773,4
Frenzy,Sanchez,Reggae,0.644,0.686,9,-4.177,1,0.0937,0.165,0.0,0.134,0.733,79.917,0uihaAV3Pq9jqb5EtCLHnO,217053,4
I Can't Wait,Sanchez,Reggae,0.715,0.528,2,-14.281,0,0.0575,0.0534,0.0,0.0502,0.75,82.222,0lmEx9HcHVUbYGMHiWePXN,226667,4
John Crow,"Jimmy Cliff, Oneness Band, Steven Seagal",Reggae,0.715,0.473,3,-14.057,1,0.0633,0.033,0.0,0.0719,0.71,134.546,63CePn4RnA7iH6I2OoW82w,227733,4
Only Man,Buju Banton,Reggae,0.704,0.706,10,-10.179,0,0.4,0.185,0.0,0.13,0.728,173.948,6EwlqKN5uVygjn4OAYgMcK,171200,4
Honey's Fine,Wayne Wonder,Reggae,0.684,0.639,10,-11.566,0,0.209,0.256,0.0,0.101,0.587,174.175,24UaOQH3Sfc11JSwBGQ55U,166733,4
Trying To Get You,Richie Stephens,Reggae,0.753,0.675,0,-6.317,1,0.13,0.125,0.0,0.107,0.804,82.204,5KJojPhx8PvZ7JHYpYyq8W,203427,4
Walk Away From Love,Bitty McLean,Reggae,0.703,0.376,11,-5.968,1,0.0703,0.182,2.88e-05,0.195,0.494,165.438,6Dk44ETT575wnldT5GUHAQ,250973,4
One In A Million,Sanchez,Reggae,0.715,0.65,11,-6.71,0,0.0346,0.0101,0.0,0.0305,0.924,82.33,3PS4OsU3nK9buXRmdGcdd0,226400,4
Everything I've Got,Garnett Silk,Reggae,0.697,0.788,7,-2.464,0,0.0584,0.165,1.75e-06,0.0873,0.783,169.214,3whRcaFnYJfmA81y8I8X8U,212827,4
Love Black Woman,Buju Banton,Reggae,0.759,0.46,0,-12.436,1,0.503,0.0524,0.0,0.144,0.941,164.07,5hlFhhyIn4xHkVMVVf8fJY,217440,4
She's Mine,Barrington Levy,Reggae,0.771,0.259,6,-18.046,0,0.374,0.0218,9.89e-05,0.178,0.538,84.579,0X3KT9tcHAUDINQTr1Ev5u,235840,4
Black Roses,Barrington Levy,Reggae,0.758,0.606,1,-6.0,1,0.0901,0.0564,1.64e-06,0.0355,0.86,85.144,1Q7h4qupU6EqK7ZCAnvhqU,182200,4
Don't Worry,Sanchez,Reggae,0.751,0.468,2,-7.83,1,0.06,0.0089,1.44e-06,0.116,0.84,83.014,5z4Ulo5f9PH2TXBwZks6jb,222427,4
Here I Am,Sanchez,Reggae,0.765,0.303,8,-11.153,1,0.101,0.279,0.0,0.05,0.616,145.2,7kiCCdXLe7hwnn4kGghE4p,198173,4
Forever,Sanchez,Reggae,0.69,0.446,5,-6.32,1,0.075,0.407,0.0,0.187,0.775,81.817,68jPlPdmE19Tbf0qfjSO0A,238520,4
Serious Allegation,Lady Saw,Reggae,0.775,0.538,11,-9.604,1,0.31,0.131,0.0,0.0585,0.826,87.896,7emtliyR5sYcd3ZkXKKUlI,198733,4
Little & Cute,Frisco Kid,Reggae,0.788,0.578,9,-8.42,1,0.351,0.078,0.0,0.046,0.85,94.688,32rceNzkOnccNbz0aTiFPl,171560,4
Gook Wuk,Lady Saw,Reggae,0.836,0.659,8,-13.457,0,0.348,0.14,0.0,0.0472,0.956,94.868,72oMplENEMrWJppVvCh73o,203067,4
Joyride,"Wayne Wonder, Cham",Reggae,0.757,0.332,0,-13.489,1,0.043,0.00431,0.0,0.0654,0.364,86.997,3hFNIucZVCqrgXifL7CFUS,211627,4
Big Things A Gwan,Daddy Screw & Donovan Steele,Reggae,0.833,0.491,5,-11.947,1,0.059,0.00395,0.0,0.0693,0.738,88.776,0kYitq5pDevEC8TpzvwSaJ,212027,4
Bashment Girl - Feat. Baby Cham,Wayne Wonder,Reggae,0.505,0.651,0,-5.839,1,0.13,0.000534,0.0,0.147,0.41,174.036,2q4KuxPYEH6qAf0S4bSNLg,215360,4
One Girl (feat. Tanto Metro & Devonte),"Beenie Man, Devonte, Tanto Metro",Reggae,0.533,0.72,2,-6.033,1,0.283,0.149,0.0,0.33,0.484,95.256,18xq1EzAw8KCeEgb00oTZT,200813,4
Big It Up,Buju Banton,Reggae,0.716,0.395,7,-17.856,1,0.557,0.268,0.0,0.132,0.851,128.347,3ASPWL6p7P7vssZVcgD8cP,208733,5
Double Trouble,Beres Hammond,Reggae,0.696,0.582,1,-7.539,1,0.233,0.0661,0.0,0.293,0.749,170.08,7xz4VhNH7yG4qnskxeQR8y,211480,4
Sycamore Tree,Lady Saw,Reggae,0.735,0.401,7,-11.674,1,0.103,0.0498,0.0,0.15,0.524,174.008,7KijSBqHaE0gNsogRskdrq,211960,4
Goodas Gal,Cham,Reggae,0.664,0.724,11,-4.489,0,0.36,0.0635,0.0,0.326,0.68,98.646,3BIKZNIDgWjlE8NyULoAIJ,270263,4
Substitute Lover,Half Pint,Reggae,0.797,0.274,11,-14.849,1,0.157,0.011,0.0,0.118,0.661,166.572,2Vwx10t3ywlvUp2arq8AYF,218027,4
Model Pon You One Time Man,Daddy Screw,Reggae,0.609,0.519,6,-13.512,1,0.408,0.0584,0.0,0.325,0.779,93.153,75nR46bncuxb9pOeCanslw,220267,4
No Long Talking,Lady Saw,Reggae,0.874,0.603,1,-9.742,1,0.193,0.181,0.0,0.0557,0.881,98.076,73OlHt1eqdPNvFONT0kgi3,223933,4
Everyone Falls in Love,Tanto Metro & Devonte,Reggae,0.754,0.702,10,-8.033,0,0.0429,0.0275,0.0,0.0619,0.736,95.998,6nGwWIh0ATJqK9cXbLqDw8,228360,4
Love Of A Lifetime,Junior Tucker,Reggae,0.892,0.272,9,-15.399,1,0.414,0.00208,0.0,0.0597,0.746,147.271,5QQrjBMZ1AJbRH0gTDH9z6,216067,4
Caan Dun,Shabba Ranks,Reggae,0.862,0.427,11,-11.758,0,0.395,0.0202,0.0,0.0523,0.704,120.537,6VuRJlFGHcwoZn2YRswkc6,220960,5
